Species,Population,Latitude,Longitude,Year_start,Year_end,Temperature,Vial,Replicate,Sex,Thorax_length,l2,l3p,l3d,lpd,l3,w1,w2,w3,wing_loading,Wing_area,Wing_shape,Wing_vein,Asymmetry_wing_area,Asymmetry_wing_shape,Asymmetry_wing_vein,Asymmetry_l2,Asymmetry_l3p,Asymmetry_l3d,Asymmetry_lpd,Asymmetry_l3,Asymmetry_w1,Asymmetry_w2,Asymmetry_w3
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,25,8,1,female,1.168,1.85,0.635,1.522,2.156,2.155,0.958,1.324,1.084,1.846,1.032,2.251,2.398,0.012,0.04,0.008,0.009,0.011,0.021,0.031,0.032,0.003,0.017,0.033
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,25,8,1,male,1.075,1.669,0.553,1.418,1.971,1.97,0.871,1.224,0.973,1.833,0.857,2.263,2.565,0.015,0.071,0.128,0.004,0.024,0.009,0.013,0.014,0.021,0.007,0.026
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,25,8,2,female,1.213,1.898,0.65,1.573,2.222,2.222,0.984,1.379,1.118,1.832,1.094,2.257,2.421,0.049,0.022,0.017,0.075,0.015,0.025,0.04,0.039,0.027,0.044,0.034
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,25,8,2,male,1.105,1.681,0.57,1.427,1.997,1.996,0.879,1.205,1.011,1.807,0.877,2.272,2.506,0.012,0.036,0.094,0.006,0.015,0.016,0.001,0.002,0.013,0.002,0.02
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,25,8,3,female,1.189,1.806,0.628,1.493,2.121,2.12,0.916,1.285,1.051,1.783,0.971,2.314,2.38,0.015,0.026,0.127,0.01,0.015,0.044,0.029,0.028,0.002,0.009,0.017
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,25,8,3,male,1.057,1.611,0.55,1.35,1.901,1.898,0.884,1.226,0.97,1.796,0.839,2.149,2.457,0.052,0.018,0.002,0.03,0.015,0.036,0.051,0.051,0.031,0.037,0.021
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,25,9,1,female,1.148,1.85,0.606,1.559,2.165,2.164,0.929,1.307,1.063,1.886,1.005,2.331,2.576,0.02,0.071,0.174,0.088,0.044,0.008,0.053,0.054,0.005,0.02,0.016
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,25,9,1,male,1.092,1.676,0.574,1.404,1.978,1.977,0.882,1.218,0.989,1.811,0.871,2.243,2.445,0.04,0.013,0.028,0.027,0.016,0.023,0.04,0.04,0.023,0.042,0.026
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,25,9,2,female,1.226,1.963,0.667,1.638,2.303,2.303,1.007,1.39,1.156,1.879,1.159,2.287,2.457,0.053,0.045,0.047,0.064,0.031,0.045,0.076,0.075,0.013,0.029,0.018
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,25,9,2,male,1.110,1.769,0.586,1.498,2.085,2.084,0.927,1.277,1.069,1.878,0.965,2.249,2.557,0.002,0.018,0.056,0.009,0.012,0.002,0.01,0.01,0.003,0.009,0.003
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,25,9,3,female,1.165,1.828,0.604,1.518,2.122,2.122,0.951,1.326,1.094,1.821,1.009,2.231,2.514,0.007,0.016,0.113,0.012,0.024,0.008,0.016,0.015,0.014955794504181602,0.016,0.007
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,25,9,3,male,1.108,1.694,0.545,1.45,1.995,1.993,0.885,1.242,0.989,1.798,0.882,2.252,2.669,0.003,0.047,0.271,0.026,0.047,0.022,0.025,0.024,0.008,0.006,0.014
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,25,10,1,female,1.161,1.857,0.611,1.591,2.202,2.201,0.968,1.336,1.113,1.896,1.064,2.274,2.606,0.020591397849462366,0.032,0.266,0.019,0.049,0.035,0.014,0.015,0.007,0.005,0.026
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,25,10,1,male,1.085,1.657,0.598,1.376,1.974,1.974,0.888,1.213,1.012,1.820,0.876,2.224,2.301,0.018,0.04,0.082,0.006,0.004,0.04,0.038,0.038,0.001,0.003,0.018
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,25,10,2,female,1.206,1.843,0.6,1.566,2.166,2.165,0.956,1.329,1.089,1.796,1.036,2.264,2.611,0.004,0.082,0.112,0.002,0.028,0.006,0.034,0.035,0.019,0.018205309734513276,0.032
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,25,10,2,male,1.103,1.731,0.595,1.414,2.01,2.009,0.932,1.261,1.06,1.822,0.936,2.156,2.382,0.002,0.033,0.172,0.023,0.035,0.019,0.017,0.018,0.006,0.006,0.006
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,25,10,3,female,1.172,1.861,0.634,1.539,2.173,2.173,0.958,1.349,1.082,1.854,1.041,2.268,2.427,0.007,0.022,0.06,0.012,0.012,0.009,0.004,0.003,0.008,0.002,0.014
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,25,10,3,male,1.095,1.71,0.598,1.434,2.031,2.031,0.916,1.261,1.013,1.854,0.93,2.218,2.399,0.044,0.04,0.145,0.007,0.034,0.005,0.029,0.03,0.03,0.03,0.006
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,1,1,female,1.124,1.697,0.538,1.465,2.003,2.002,0.905,1.249,1.01,1.780,0.905,2.213,2.726,0.007,0.007,0.068,0.006,0.009,0.012,0.004,0.005,0.005,0.012,0.017089445438282648
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,1,1,male,1.013,1.613,0.534,1.378,1.911,1.91,0.858,1.172,0.976,1.885,0.82,2.227,2.58,0.027,0.03803438055720214,0.098,0.018,0.006,0.037,0.03,0.031,0.014,0.019,0.016
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,1,2,male,1.019,1.523,0.523,1.315,1.838,1.837,0.831,1.135,0.927,1.803,0.763,2.212,2.513,0.009,0.054,0.019,0.012,0.006,0.005,0.011,0.012,0.015,0.023,0.001
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,1,3,female,1.104,1.714,0.602,1.44,2.042,2.041,0.896,1.261,0.971,1.849,0.914,2.279,2.392,0.018,0.053,0.027,0.002,0.006,0.002,0.005,0.004,0.019,0.026,0.016
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,1,3,male,0.974,1.507,0.508,1.279,1.787,1.785,0.781,1.08,0.895,1.834,0.697,2.288,2.518,0.021,0.009,0.061,0.015,0.002,0.026,0.023,0.023,0.013,0.002,0.012
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,2,1,female,1.146,1.741,0.568,1.462,2.03,2.028,0.909,1.269,1.021,1.770,0.922,2.231,2.574,0.02,0.04,0.031,0.001,0.006,0.002,0.004,0.004,0.018,0.001,0.018
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,2,1,male,1.028,1.595,0.545,1.336,1.88,1.878,0.858,1.156,0.98,1.827,0.806,2.189,2.454,0.001,0.013,0.057,0.006,0.011,0.004,0.007,0.007,0.002,0.014,0.011
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,2,2,female,1.117,1.609,0.548,1.399,1.946,1.946,0.849,1.18,0.942,1.743,0.827,2.291,2.556,0.008,0.017,0.109,0.004,0.017,0.016,0.002,0.002,0.007,0.016,0.009
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,2,2,male,1.035,1.556,0.501,1.35,1.851,1.849,0.824,1.147,0.921,1.787,0.762,2.243,2.698,0.028,0.017,0.228,0.032,0.042,0.001,0.041,0.041,0.012,0.009,0.015
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,2,3,female,1.151,1.65,0.554,1.425,1.978,1.977,0.883,1.208,0.999,1.717,0.872,2.24,2.574,0.008,0.055,0.084,0.012,0.017,0.003,0.014,0.015,0.015,0.018,0.002
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,2,3,male,1.033,1.591,0.543,1.342,1.885,1.885,0.837,1.161,0.938,1.824,0.788,2.253,2.471,0.005,0.022,0.097,0.012,0.016,0.013,0.003,0.003,0.007,0.002,0.026
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,3,1,female,1.123,1.675,0.571,1.451,2.022,2.021,0.891,1.252,0.965,1.799,0.9,2.268,2.541,0.011,0.014,0.12,0.013,0.018,0.023,0.004,0.006,0.008,0.011,0.024
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,3,1,male,1.046,1.551,0.527,1.305,1.831,1.831,0.81,1.116,0.929,1.750,0.742,2.261,2.478,0.054,0.082,0.098,0.057,0.005,0.039,0.034,0.033,0.044,0.05,0.058
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,3,2,female,1.086,1.6,0.552,1.408,1.961,1.959,0.882,1.209,0.964,1.804,0.863,2.222,2.551,0.020591397849462366,0.016,0.049,0.028,0.006,0.012,0.007,0.007,0.003,0.015,0.001
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,3,2,male,1.005,1.562,0.524,1.349,1.872,1.871,0.833,1.121,0.96,1.862,0.779,2.246,2.574,0.012,0.003,0.128,0.018,0.014,0.031,0.016,0.016,0.006,0.03,0.003
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,3,3,male,1.088,1.569,0.521,1.354,1.874,1.873,0.874,1.164,0.982,1.722,0.818,2.143,2.601,0.01,0.037,0.06,0.027,0.017,0.013,0.028,0.028,0.002,0.007,0.007
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,4,1,female,1.155,1.649,0.567,1.424,1.99,1.987,0.88,1.21,0.97,1.721,0.874,2.261,2.518,0.014,0.189,0.186,0.068,0.049,0.018,0.068,0.067,0.044,0.034,0.025
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,4,1,male,1.061,1.549,0.507,1.337,1.845,1.844,0.821,1.116,0.936,1.739,0.757,2.248,2.638,0.04,0.084,0.13,0.017,0.022,0.008,0.014,0.014,0.037,0.027,0.035
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,4,2,female,1.079,1.672,0.563,1.408,1.971,1.97,0.858,1.21,0.97,1.826,0.845,2.296,2.501,0.031,0.023,0.089,0.012,0.022,0.005,0.027,0.026,0.02,0.002,0.011
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,4,2,male,1.039,1.535,0.516,1.311,1.827,1.827,0.798,1.105,0.904,1.757,0.728,2.291,2.541,0.044,0.027,0.038,0.029,0.018,0.026,0.044,0.045,0.029,0.016,0.028
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,4,3,female,1.140,1.667,0.536,1.438,1.974,1.973,0.873,1.229,0.97,1.730,0.861,2.259,2.69,0.008,0.02,0.263,0.008,0.039,0.036,0.003,0.001,0.008,0.011,0.011
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,4,3,male,1.053,1.583,0.544,1.362,1.906,1.906,0.831,1.144,0.941,1.809,0.792,2.293,2.503,0.019,0.067,0.048,0.016,0.006,0.011,0.005,0.005,0.022,0.025,0.016
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,5,1,female,1.129,1.68,0.556,1.438,1.994,1.992,0.867,1.21,0.982,1.764,0.863,2.298,2.588,0.026,0.031,0.061,0.017,0.005,0.021,0.017,0.017,0.019,0.023,0.015
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,5,1,male,1.019,1.549,0.525,1.315,1.839,1.837,0.816,1.137,0.912,1.804,0.749,2.253,2.504,0.02,0.022,0.019,0.001,0.002,0.015,0.016,0.016,0.015,0.022,0.014
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,5,2,female,1.112,1.669,0.545,1.417,1.961,1.96,0.852,1.193,0.972,1.762,0.835,2.305,2.604,0.073,0.219,0.143,0.002,0.023,0.018,0.006,0.007,0.078,0.075,0.044
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,5,2,male,1.019,1.499,0.496,1.301,1.797,1.796,0.815,1.134,0.895,1.763,0.732,2.204,2.626,0.012,0.051,0.052,0.028,0.009,0.002,0.005,0.006,0.016,0.009,0.031
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,5,3,female,1.129,1.688,0.563,1.422,1.985,1.985,0.878,1.212,0.992,1.758,0.871,2.261,2.529,0.009,0.09,0.044,0.047,0.015,0.013,0.028,0.029,0.022,0.022,0.009
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,5,3,male,1.025,1.557,0.524,1.323,1.847,1.846,0.845,1.128,0.978,1.801,0.78,2.185,2.525,0.045,0.028,0.094,0.032,0.002,0.044,0.042,0.042,0.03,0.03,0.045
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,6,1,female,1.107,1.644,0.552,1.39,1.941,1.94,0.879,1.217,0.988,1.752,0.852,2.208,2.521,0.025,0.127,0.081,0.003,0.005,0.032,0.026,0.028,0.038,0.038,0.024
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,6,1,male,1.020,1.538,0.518,1.304,1.821,1.82,0.841,1.136,0.949,1.783,0.765,2.165,2.519,0.051,0.014,0.016,0.018,0.013,0.041,0.053,0.055,0.031,0.026,0.024
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,6,2,female,1.125,1.676,0.562,1.442,2.003,2.003,0.891,1.204,1.017,1.780,0.892,2.249,2.565,0.038,0.117,0.02,0.041,0.01630017761989343,0.011,0.011,0.01,0.042,0.026,0.016
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,6,2,male,1.015,1.518,0.52,1.321,1.84,1.837,0.805,1.082,0.924,1.811,0.739,2.284,2.547,0.004,0.062,0.23,0.015,0.039,0.02,0.018,0.02,0.013,0.03,0.004
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,6,3,male,1.063,1.595,0.538,1.35,1.888,1.887,0.866,1.17,0.978,1.775,0.817,2.179,2.511,0.05,0.049,0.106,0.025,0.026,0.008,0.034,0.036,0.036,0.06,0.007
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,7,1,female,1.141,1.687,0.585,1.424,2.009,2.008,0.888,1.221,0.996,1.760,0.892,2.261,2.437,0.02,0.081,0.156,0.075,0.044,0.016,0.06,0.058,0.006,0.018,0.025
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,7,1,male,1.030,1.545,0.5,1.334,1.835,1.834,0.808,1.131,0.903,1.780,0.74,2.271,2.666,0.02,0.034,0.121,0.026,0.019,0.01,0.009,0.011,0.017,0.005,0.005
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,7,2,female,1.153,1.71,0.599,1.451,2.049,2.048,0.903,1.254,1.01,1.776,0.924,2.27,2.424,0.05,0.084,0.021,0.002,0.001,0.015,0.016,0.017,0.041,0.029,0.035
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,7,2,male,1.030,1.537,0.502,1.31,1.812,1.811,0.809,1.121,0.915,1.757,0.732,2.239,2.612,0.003,0.041,0.223,0.039,0.034,0.023,0.012,0.013,0.009,0.009,0.007
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,7,3,female,1.133,1.701,0.559,1.462,2.021,2.019,0.88,1.23,0.978,1.782,0.888,2.296,2.617,0.001,0.069,0.038,0.021,0.003,0.029,0.031,0.031,0.013,0.023,0.013
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,7,3,male,1.028,1.522,0.5,1.299,1.8,1.799,0.793,1.101,0.916,1.751,0.713,2.271,2.599,0.033,0.071,0.114,0.02,0.012,0.026,0.013,0.014,0.031,0.013,0.022
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,8,1,female,1.120,1.69,0.533,1.527,2.06,2.06,0.899,1.259,0.984,1.839,0.926,2.292,2.864,0.032,0.094,0.001,0.001,0.002,0.005,0.007,0.007,0.034,0.055,0.005
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,8,1,male,1.036,1.516,0.502,1.332,1.835,1.835,0.85,1.148,0.933,1.771,0.78,2.159,2.651,0.035,0.056,0.061,0.004,0.013,0.004,0.017,0.017,0.03,0.034,0.017
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,8,2,female,1.148,1.668,0.57,1.405,1.975,1.974,0.857,1.197,0.971,1.720,0.846,2.303,2.468,0.026,0.028,0.068,0.049,0.023,0.018,0.041,0.042,0.008,0.031,0.004
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,8,2,male,1.046,1.539,0.53,1.269,1.799,1.797,0.823,1.127,0.925,1.719,0.74,2.184,2.393,0.015,0.022,0.013,0.019,0.01,0.017,0.027,0.027,0.004,0.007,0.012
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,8,3,female,1.170,1.683,0.58,1.394,1.974,1.972,0.857,1.193,0.97,1.685,0.845,2.302,2.403,0.028,0.027,0.086,0.023,0.002,0.045,0.043,0.044,0.009,0.022,0.009
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,8,3,male,1.042,1.612,0.531,1.399,1.929,1.928,0.884,1.196,0.995,1.851,0.852,2.182,2.635,0.033,0.001,0.024,0.036,0.014,0.024,0.038,0.038,0.017,0.03,0.019
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,9,1,female,1.049,1.592,0.522,1.405,1.926,1.925,0.843,1.165,0.943,1.835,0.812,2.282,2.694,0.020591397849462366,0.016,0.073,0.031,0.009,0.014,0.005,0.007,0.003,0.024,0.031
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,9,1,male,1.079,1.59,0.538,1.382,1.92,1.918,0.866,1.185,0.958,1.777,0.831,2.215,2.571,0.038,0.01,0.092,0.024,0.025,0.015,0.041,0.04,0.022,0.025,0.012
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,9,2,female,1.100,1.622,0.563,1.384,1.947,1.946,0.861,1.181,0.976,1.770,0.838,2.26,2.459,0.033,0.017,0.045,0.026,0.02,0.024,0.044,0.046,0.014,0.002,0.04
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,9,2,male,1.012,1.518,0.515,1.3,1.814,1.814,0.808,1.089,0.935,1.793,0.733,2.245,2.524,0.009,0.029,0.094,0.026,0.014,0.013,0.002,0.001,0.01,0.01,0.006
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,9,3,female,1.152,1.708,0.567,1.456,2.021,2.019,0.883,1.214,1.013,1.753,0.891,2.289,2.569,0.012,0.069,0.047,0.026,0.003,0.019,0.017,0.017,0.019,0.004,0.016
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,9,3,male,1.012,1.477,0.552,1.244,1.796,1.795,0.829,1.105,0.93,1.774,0.744,2.166,2.257,0.023,0.058,0.157,0.041,0.025,0.03,0.004,0.004,0.024,0.014,0.047
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,10,1,female,1.168,1.717,0.612,1.421,2.032,2.032,0.91,1.258,1.015,1.739,0.925,2.233,2.322,0.012,0.001,0.023,0.004,0.01630017761989343,0.014,0.015,0.014,0.006,0.01,0.017
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,10,1,male,0.998,1.516,0.528,1.247,1.774,1.774,0.797,1.095,0.908,1.777,0.706,2.227,2.361,0.007,0.073,0.006,0.022,0.012,0.025,0.038,0.038,0.009,0.002,0.011
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,10,2,female,1.138,1.718,0.577,1.483,2.061,2.06,0.901,1.258,1.003,1.809,0.928,2.286,2.569,0.012,0.018,0.127,0.038,0.027,0.004,0.022,0.021,0.002,0.008,0.02
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,10,2,male,1.038,1.523,0.502,1.321,1.824,1.821,0.813,1.112,0.916,1.754,0.74,2.24,2.636,0.001,0.057,0.164,0.031,0.029,0.006,0.023,0.024,0.01,0.008,0.008
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,10,3,female,1.099,1.678,0.577,1.402,1.978,1.977,0.89,1.232,1.003,1.799,0.88,2.221,2.429,0.025,0.023,0.027,0.006,0.016,0.023,0.04,0.038,0.008,0.027,0.023
D.buzzatii,Grandchester,-27.68,152.45,1994,1994,30,10,3,male,1.026,1.587,0.525,1.34,1.865,1.864,0.837,1.134,0.97,1.818,0.78,2.227,2.555,0.022,0.001,0.045,0.029,0.001,0.026,0.027,0.026,0.012,0.009,0.009
D.buzzatii,Oxford_Downs,-21.77,148.85,1994,1994,20,1,1,female,1.226,2.003,0.648,1.666,2.314,2.314,1.036,1.462,1.162,1.887,1.198,2.233,2.57,0.017,0.005,0.029,0.035,0.01630017761989343,0.019,0.019,0.019,0.006,0.009,0.033
D.buzzatii,Oxford_Downs,-21.77,148.85,1994,1994,20,1,1,male,1.136,1.829,0.66,1.468,2.128,2.128,0.964,1.3,1.112,1.872,1.025,2.207,2.226,0.004,0.044,0.045,0.035,0.017,0.008,0.025,0.025,0.008,0.02,0.008
D.buzzatii,Oxford_Downs,-21.77,148.85,1994,1994,20,1,2,female,1.256,1.966,0.678,1.579,2.257,2.256,0.993,1.388,1.16,1.796,1.12,2.272,2.331,0.026,0.007,0.018,0.034,0.013,0.018,0.031,0.03,0.01,0.015,0.002
D.buzzatii,Oxford_Downs,-21.77,148.85,1994,1994,20,1,2,male,1.144,1.843,0.652,1.503,2.155,2.154,0.971,1.325,1.109,1.883,1.046,2.218,2.306,0.011,0.004,0.004,0.013,0.005,0.009,0.013,0.013,0.004,0.014,0.005
D.buzzatii,Oxford_Downs,-21.77,148.85,1994,1994,20,1,3,female,1.224,1.967,0.65,1.628,2.278,2.277,1.008,1.377,1.185,1.860,1.148,2.259,2.507,0.012,0.039,0.059,0.008,0.013,0.006,0.008,0.008,0.014,0.01,0.005
D.buzzatii,Oxford_Downs,-21.77,148.85,1994,1994,20,1,3,male,1.143,1.814,0.622,1.504,2.125,2.125,0.963,1.322,1.101,1.858,1.023,2.206,2.417,0.038,0.038,0.064,0.014,0.006,0.025,0.02,0.021,0.026,0.013,0.035
D.buzzatii,Oxford_Downs,-21.77,148.85,1994,1994,20,2,1,female,1.212,1.928,0.659,1.626,2.284,2.283,1.007,1.389,1.163,1.884,1.149,2.269,2.469,0.041,0.041,0.026,0.017,0.011,0.01,0.02,0.02,0.027,0.042,0.011
D.buzzatii,Oxford_Downs,-21.77,148.85,1994,1994,20,2,1,male,1.146,1.824,0.67,1.471,2.141,2.14,0.936,1.314,1.064,1.867,1.001,2.286,2.197,0.003,0.081,0.067,0.019,0.003,0.038,0.035,0.035,0.018,0.013,0.012
D.buzzatii,Oxford_Downs,-21.77,148.85,1994,1994,20,2,2,female,1.233,2.035,0.683,1.679,2.362,2.362,1.054,1.467,1.203,1.915,1.245,2.241,2.461,0.002,0.013,0.083,0.011,0.019,0.01,0.01,0.009,0.002,0.017,0.033
D.buzzatii,Oxford_Downs,-21.77,148.85,1994,1994,20,2,2,male,1.139,1.789,0.635,1.456,2.09,2.09,0.94,1.3,1.064,1.835,0.982,2.223,2.294,0.009,0.083,0.06,0.034,0.003,0.031,0.028,0.029,0.022,0.024,0.017089445438282648
D.buzzatii,Oxford_Downs,-21.77,148.85,1994,1994,20,2,3,female,1.241,1.985,0.706,1.631,2.337,2.337,1.007,1.408,1.178,1.883,1.177,2.319,2.309,0.018,0.034,0.088,0.004,0.019,0.018,0.002,0.001,0.015,0.004,0.016
D.buzzatii,Oxford_Downs,-21.77,148.85,1994,1994,20,2,3,male,1.114,1.754,0.611,1.425,2.035,2.035,0.915,1.277,1.027,1.827,0.931,2.226,2.335,0.025,0.004,0.074,0.017,0.021,0.004,0.025,0.025,0.013,0.013,0.023
D.buzzatii,Oxford_Downs,-21.77,148.85,1994,1994,20,3,1,female,1.200,1.938,0.634,1.616,2.25,2.249,0.962,1.375,1.1,1.875,1.082,2.338,2.551,0.038,0.063,0.125,0.033,0.042,0.028,0.071,0.07,0.004,0.02,0.005
D.buzzatii,Oxford_Downs,-21.77,148.85,1994,1994,20,3,1,male,1.110,1.691,0.593,1.422,2.015,2.014,0.92,1.243,1.045,1.814,0.926,2.19,2.398,0.002,0.02,0.071,0.028,0.016,0.004,0.011,0.012,0.003,0.03,0.004
D.buzzatii,Oxford_Downs,-21.77,148.85,1994,1994,20,3,2,female,1.231,1.926,0.666,1.61,2.275,2.274,1.03,1.398,1.188,1.847,1.171,2.21,2.417,0.034,0.043,0.068,0.01,0.01,0.021,0.01,0.011,0.025,0.034,0.017089445438282648
D.buzzatii,Oxford_Downs,-21.77,148.85,1994,1994,20,3,2,male,1.103,1.735,0.565,1.47,2.035,2.034,0.921,1.259,1.055,1.843,0.936,2.209,2.602,0.031,0.02,0.106,0.037,0.028,0.013,0.042,0.043,0.011,0.034,0.011
D.buzzatii,Oxford_Downs,-21.77,148.85,1994,1994,20,3,3,female,1.183,1.939,0.627,1.605,2.231,2.231,1.005,1.385,1.164,1.885,1.12,2.221,2.561,0.031,0.004,0.039,0.015,0.001,0.027,0.028,0.029,0.015,0.026,0.001
D.buzzatii,Oxford_Downs,-21.77,148.85,1994,1994,20,3,3,male,1.139,1.809,0.603,1.511,2.114,2.114,0.954,1.304,1.099,1.857,1.009,2.215,2.506,0.012,0.015,0.103,0.005,0.016,0.022,0.006,0.006,0.009,0.016,0.01
D.buzzatii,Oxford_Downs,-21.77,148.85,1994,1994,20,4,1,female,1.236,1.967,0.663,1.625,2.288,2.288,1.038,1.428,1.181,1.851,1.187,2.204,2.451,0.001,0.061,0.017,0.035,0.006,0.026,0.032,0.032,0.014,0.005,0.018
D.buzzatii,Oxford_Downs,-21.77,148.85,1994,1994,20,4,1,male,1.156,1.834,0.587,1.523,2.11,2.11,0.955,1.315,1.109,1.825,1.008,2.21,2.595,0.013,0.037,0.209,0.017,0.035,0.032,0.004,0.004,0.014,0.032,0.003
D.buzzatii,Oxford_Downs,-21.77,148.85,1994,1994,20,4,2,female,1.192,1.934,0.648,1.587,2.234,2.234,0.986,1.394,1.123,1.875,1.101,2.268,2.451,0.015,0.048,0.055,0.004,0.013,0.004,0.009,0.009,0.017,0.017,0.026
D.buzzatii,Oxford_Downs,-21.77,148.85,1994,1994,20,4,2,male,1.137,1.82,0.622,1.503,2.125,2.125,0.927,1.271,1.098,1.869,0.985,2.294,2.417,0.015,0.038,0.009,0.02,0.002,0.001,0.001,0.001,0.015,0.002,0.004
D.buzzatii,Oxford_Downs,-21.77,148.85,1994,1994,20,4,3,female,1.253,2.005,0.666,1.648,2.314,2.313,1.045,1.426,1.214,1.846,1.208,2.214,2.477,0.008,0.001,0.045,0.007,0.011,0.003,0.009,0.008,0.003,0.018,0.013
D.buzzatii,Oxford_Downs,-21.77,148.85,1994,1994,20,4,3,male,1.125,1.792,0.599,1.493,2.092,2.092,0.939,1.3,1.069,1.860,0.982,2.227,2.49,0.015,0.015,0.034,0.032,0.001,0.023,0.024,0.023,0.004,0.022,0.002
D.buzzatii,Oxford_Downs,-21.77,148.85,1994,1994,20,5,1,female,1.261,1.99,0.638,1.667,2.305,2.305,1.028,1.432,1.175,1.827,1.185,2.242,2.613,0.025,0.03,0.007,0.025,0.004,0.006,0.009,0.009,0.018,0.023,0.022
D.buzzatii,Oxford_Downs,-21.77,148.85,1994,1994,20,5,1,male,1.164,1.852,0.612,1.536,2.148,2.148,0.992,1.342,1.147,1.845,1.065,2.165,2.51,0.013,0.018,0.044,0.009,0.014,0.008,0.022,0.022,0.002,0.004,0.01
D.buzzatii,Oxford_Downs,-21.77,148.85,1994,1994,20,5,2,female,1.238,1.956,0.654,1.626,2.28,2.279,1.002,1.384,1.159,1.840,1.141,2.275,2.489,0.008,0.002,0.08,0.015,0.013,0.02,0.008,0.009,0.003,0.022,0.035
