Species,Population,Latitude,Longitude,Year_start,Year_end,Temperature,Vial,Replicate,Sex,Thorax_length,l2,l3p,l3d,lpd,l3,w1,w2,w3,wing_loading,Wing_area,Wing_shape,Wing_vein,Asymmetry_wing_area,Asymmetry_wing_shape,Asymmetry_wing_vein,Asymmetry_l2,Asymmetry_l3p,Asymmetry_l3d,Asymmetry_lpd,Asymmetry_l3,Asymmetry_w1,Asymmetry_w2,Asymmetry_w3
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,6,3,female,1.225,1.889,0.609,1.651,2.261,2.26,1.043,1.381,1.198,1.844,1.179,2.167,2.709,0.05,0.016,0.011,0.036,0.013,0.042,0.055,0.056,0.018,0.006,0.052
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,6,3,male,1.150,1.814,0.576,1.557,2.133,2.132,0.987,1.328,1.122,1.854,1.052,2.16,2.702,0.012,0.02,0.015,0.009,0.002,0.003,0.001,0.002,0.01,0.001,0.014
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,7,1,female,1.197,1.851,0.623,1.583,2.206,2.204,1.01,1.354,1.148,1.842,1.112,2.184,2.543,0.025,0.05,0.094,0.005,0.017,0.015,0.001,0.02258500590318772,0.023,0.037,0.016
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,7,1,male,1.114,1.762,0.618,1.497,2.115,2.114,0.951,1.283,1.087,1.898,1.005,2.223,2.424,0.003,0.044,0.153,0.054,0.034,0.012,0.023,0.024,0.008,0.018,0.006
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,7,2,female,1.231,1.908,0.656,1.627,2.282,2.281,1.037,1.396,1.183,1.852,1.183,2.2,2.483,0.002,0.02,0.095,0.04,0.021,0.01,0.012,0.012,0.004,0.015,0.008
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,7,2,male,1.147,1.821,0.603,1.532,2.136,2.135,0.964,1.297,1.11,1.861,1.029,2.216,2.539,0.035,0.013,0.101,0.018,0.009,0.038,0.029,0.03,0.019,0.006,0.01
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,7,3,female,1.209,1.845,0.627,1.572,2.199,2.198,1.006,1.357,1.139,1.817,1.105,2.185,2.509,0.025,0.08,0.015,0.032,0.007,0.008,0.015,0.015,0.03,0.025,0.005
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,7,3,male,1.137,1.801,0.628,1.514,2.142,2.141,0.963,1.314,1.082,1.883,1.031,2.223,2.414,0.013,0.027,0.176,0.012,0.04,0.014,0.026,0.026,0.014955794504181602,0.014,0.015
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,8,1,female,1.190,1.863,0.626,1.579,2.204,2.204,0.986,1.335,1.145,1.852,1.087,2.234,2.522,0.024,0.03803438055720214,0.107,0.012,0.012,0.037,0.026,0.025,0.011,0.008,0.026
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,8,1,male,1.137,1.787,0.621,1.518,2.138,2.138,1.011,1.32,1.155,1.880,1.081,2.114,2.446,0.01,0.014,0.053,0.012,0.009,0.011,0.001,0.003,0.008,0.026,0.001
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,8,2,female,1.207,1.921,0.665,1.609,2.274,2.274,1.023,1.409,1.159,1.884,1.163,2.222,2.424,0.025,0.022,0.192,0.019,0.041,0.028,0.013,0.013,0.016,0.008,0.019
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,8,2,male,1.111,1.744,0.595,1.484,2.079,2.078,0.962,1.304,1.079,1.870,1.0,2.158,2.493,0.024,0.038,0.143,0.019,0.037,0.007,0.044,0.043,0.003,0.005,0.008
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,8,3,female,1.160,1.887,0.64,1.602,2.24,2.239,1.021,1.394,1.158,1.931,1.142,2.194,2.505,0.002,0.043,0.09,0.014,0.009,0.035,0.026,0.024,0.009,0.006,0.006
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,8,3,male,1.111,1.768,0.596,1.472,2.069,2.068,0.952,1.319,1.04,1.861,0.984,2.172,2.47,0.012,0.038,0.002,0.009,0.002,0.004,0.007,0.006,0.014,0.006,0.008
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,9,1,female,1.245,1.917,0.662,1.617,2.279,2.278,1.027,1.378,1.198,1.829,1.17,2.217,2.443,0.034,0.001,0.109,0.006,0.03,0.001,0.031,0.032,0.015,0.027,0.032
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,9,1,male,1.107,1.729,0.597,1.487,2.085,2.084,0.927,1.24,1.067,1.882,0.965,2.249,2.489,0.004,0.034,0.056,0.04,0.015,0.004,0.019,0.02,0.005,0.02,0.029
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,9,2,female,1.185,1.934,0.651,1.605,2.255,2.255,1.022,1.401,1.156,1.903,1.152,2.208,2.465,0.009,0.014,0.004,0.02,0.006,0.012,0.017,0.016,0.001,0.012,0.003
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,9,2,male,1.160,1.789,0.621,1.476,2.098,2.098,0.966,1.282,1.128,1.808,1.013,2.172,2.376,0.052,0.068,0.091,0.027,0.023,0.002,0.021,0.021,0.04,0.056,0.026
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,9,3,female,1.197,1.943,0.673,1.633,2.305,2.305,1.057,1.426,1.201,1.926,1.218,2.182,2.428,0.022,0.028,0.079,0.018,0.005,0.041,0.036,0.036,0.003,0.031,0.012
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,9,3,male,1.128,1.793,0.593,1.595,2.188,2.187,0.991,1.341,1.099,1.939,1.083,2.206,2.69,0.015,0.04,0.082,0.025,0.004,0.038,0.034,0.035,0.002,0.008,0.024
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,10,1,female,1.190,1.869,0.654,1.607,2.261,2.261,1.043,1.369,1.2,1.901,1.18,2.167,2.46,0.031,0.022,0.184,0.022,0.04,0.022,0.018,0.018,0.019,0.011,0.041
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,10,1,male,1.143,1.728,0.591,1.488,2.078,2.077,0.934,1.259,1.047,1.817,0.969,2.225,2.519,0.004,0.005,0.074,0.006,0.013,0.011,0.002,0.002,0.003,0.007,0.013
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,10,2,female,1.193,1.918,0.654,1.625,2.279,2.279,1.023,1.374,1.197,1.910,1.165,2.229,2.485,0.011,0.001,0.037,0.005,0.004,0.014,0.01,0.01,0.005,0.007,0.022
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,10,2,male,1.122,1.738,0.579,1.511,2.091,2.09,0.995,1.328,1.089,1.863,1.04,2.101,2.608,0.047,0.1,0.054,0.013,0.009,0.008,0.001,0.003,0.046,0.046,0.031
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,10,3,female,1.195,1.877,0.649,1.608,2.257,2.255,1.027,1.378,1.159,1.886,1.158,2.194,2.48,0.018,0.005,0.057,0.002,0.015,0.0187141162514828,0.017,0.015,0.009,0.017,0.007
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,1,1,female,1.229,1.844,0.586,1.605,2.191,2.19,0.994,1.317,1.159,1.782,1.088,2.204,2.738,0.016,0.001,0.064,0.007,0.006,0.021,0.016,0.016,0.007,0.033,0.017
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,1,1,male,1.082,1.577,0.539,1.353,1.892,1.892,0.926,1.167,1.066,1.749,0.875,2.044,2.51,0.017,0.009,0.041,0.014,0.01630017761989343,0.022,0.022,0.023,0.007,0.023,0.009
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,1,2,female,1.197,1.832,0.639,1.512,2.142,2.141,0.972,1.314,1.133,1.789,1.05,2.182,2.396,0.020591397849462366,0.03803438055720214,0.08165752625437574,0.011,0.016,0.0187141162514828,0.022593731519810766,0.02258500590318772,0.017,0.018205309734513276,0.017089445438282648
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,1,2,male,1.070,1.571,0.531,1.377,1.908,1.906,0.875,1.175,0.976,1.781,0.834,2.179,2.595,0.003,0.062,0.158,0.006,0.03,0.006,0.024,0.024,0.014,0.006,0.023
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,1,3,female,1.169,1.793,0.601,1.523,2.124,2.123,0.923,1.271,1.075,1.816,0.979,2.302,2.534,0.032,0.04,0.044,0.007,0.012,0.004,0.016,0.016,0.023,0.008,0.013
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,1,3,male,1.022,1.495,0.542,1.287,1.83,1.827,0.857,1.125,0.963,1.788,0.783,2.133,2.376,0.043,0.009,0.109,0.059,0.03,0.012,0.043,0.046,0.025,0.029,0.04
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,2,1,female,1.172,1.741,0.577,1.506,2.083,2.081,0.948,1.269,1.076,1.775,0.987,2.194,2.618,0.05,0.024,0.294,0.051,0.064,0.002,0.062,0.064,0.019,0.038,0.01
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,2,1,male,1.136,1.67,0.571,1.453,2.025,2.023,0.899,1.187,1.054,1.780,0.909,2.25,2.542,0.017,0.028,0.018,0.006,0.001,0.008,0.006,0.006,0.014,0.014,0.003
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,2,2,female,1.182,1.781,0.599,1.515,2.113,2.112,0.946,1.296,1.072,1.786,0.998,2.234,2.531,0.021,0.053,0.038,0.005,0.007,0.005,0.001,0.003,0.021,0.006,0.05
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,2,2,male,1.061,1.545,0.558,1.341,1.898,1.896,0.906,1.181,0.999,1.788,0.859,2.093,2.405,0.011,0.026,0.024,0.014,0.011,0.013,0.024,0.024,0.014955794504181602,0.014,0.018
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,2,3,female,1.218,1.762,0.624,1.489,2.113,2.112,0.98,1.309,1.088,1.734,1.035,2.154,2.39,0.020591397849462366,0.049,0.139,0.021689349112426037,0.033,0.008,0.026,0.024,0.011,0.021,0.004
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,2,3,male,1.128,1.694,0.597,1.454,2.051,2.051,0.923,1.219,1.073,1.818,0.946,2.223,2.433,0.021,0.015,0.03,0.017,0.003,0.025,0.028,0.029,0.007,0.038,0.037
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,3,1,female,1.162,1.765,0.629,1.492,2.121,2.12,1.007,1.348,1.102,1.824,1.067,2.106,2.375,0.029,0.012,0.111,0.009,0.031,0.004,0.035,0.035,0.011,0.022,0.011
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,3,1,male,1.078,1.668,0.533,1.424,1.956,1.956,0.88,1.181,1.027,1.814,0.86,2.224,2.671,0.002,0.082,0.073,0.042,0.01630017761989343,0.039,0.04,0.039,0.015,0.02,0.015
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,3,2,female,1.170,1.704,0.632,1.422,2.054,2.053,0.924,1.232,1.063,1.755,0.949,2.222,2.253,0.024,0.03,0.107,0.005,0.017,0.029,0.012,0.012,0.018,0.019,0.013
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,3,2,male,1.084,1.615,0.548,1.394,1.942,1.941,0.888,1.18,1.023,1.790,0.862,2.186,2.546,0.013,0.056,0.036,0.014,0.003,0.012,0.009,0.01,0.018,0.017,0.01
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,3,3,female,1.169,1.809,0.575,1.506,2.081,2.081,0.954,1.301,1.114,1.780,0.993,2.181,2.616,0.014,0.023,0.024,0.018,0.005,0.001,0.004,0.004,0.012,0.003,0.018
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,3,3,male,1.091,1.607,0.546,1.378,1.924,1.922,0.868,1.16,0.992,1.761,0.834,2.214,2.525,0.015,0.012,0.166,0.014,0.022,0.035,0.013,0.012,0.01,0.014,0.012
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,4,1,female,1.195,1.773,0.587,1.53,2.117,2.116,0.958,1.289,1.093,1.771,1.013,2.21,2.603,0.014,0.036,0.073,0.014,0.003,0.035,0.032,0.032,0.001,0.005,0.013
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,4,1,male,1.060,1.538,0.521,1.387,1.907,1.906,0.881,1.164,0.972,1.798,0.839,2.165,2.665,0.020591397849462366,0.005,0.09,0.004,0.013,0.012,0.002,0.002,0.001,0.027,0.009
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,4,2,female,1.158,1.756,0.592,1.506,2.098,2.095,0.962,1.299,1.073,1.810,1.008,2.178,2.544,0.012,0.018,0.062,0.032,0.012,0.006,0.006,0.004,0.01,0.011,0.006
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,4,3,female,1.136,1.682,0.554,1.471,2.024,2.024,0.932,1.242,1.07,1.781,0.943,2.172,2.656,0.022,0.004,0.049,0.003,0.014,0.01,0.023,0.022,0.012,0.028,0.003
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,5,1,female,1.120,1.72,0.609,1.451,2.06,2.059,0.968,1.272,1.095,1.838,0.997,2.127,2.384,0.057,0.111,0.055,0.004,0.011,0.007,0.005,0.005,0.053,0.032,0.04
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,5,1,male,1.079,1.593,0.538,1.389,1.926,1.923,0.896,1.173,1.027,1.782,0.861,2.147,2.581,0.007,0.032,0.031,0.008,0.01,0.009,0.02,0.022,0.003,0.01,0.029
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,5,2,female,1.179,1.821,0.621,1.518,2.14,2.138,0.958,1.313,1.096,1.814,1.025,2.231,2.444,0.009,0.006,0.118,0.009,0.025,0.012,0.013,0.012,0.003,0.007,0.002
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,5,2,male,1.114,1.699,0.579,1.431,2.01,2.01,0.931,1.214,1.081,1.804,0.936,2.16,2.472,0.065,0.082,0.055,0.047,0.01630017761989343,0.032,0.032,0.032,0.05,0.049,0.045
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,5,3,female,1.141,1.676,0.571,1.464,2.035,2.034,0.94,1.245,1.058,1.783,0.956,2.164,2.561,0.01,0.079,0.007,0.018,0.009,0.019,0.027,0.027,0.022,0.015,0.016
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,5,3,male,1.021,1.519,0.542,1.287,1.829,1.829,0.877,1.147,0.986,1.791,0.801,2.086,2.377,0.017,0.012,0.003,0.01,0.007,0.018,0.025,0.025,0.007,0.017,0.018
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,6,1,female,1.146,1.806,0.607,1.535,2.141,2.141,0.959,1.287,1.119,1.868,1.027,2.233,2.531,0.005,0.019,0.062,0.016,0.007,0.02,0.015,0.014,0.002,0.006,0.021
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,6,1,male,1.078,1.671,0.583,1.393,1.976,1.976,0.942,1.222,1.076,1.833,0.93,2.098,2.391,0.003,0.025,0.002,0.013,0.003,0.006,0.008,0.009,0.007,0.006,0.021
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,6,2,female,1.231,1.754,0.615,1.498,2.113,2.111,0.987,1.323,1.101,1.716,1.042,2.139,2.433,0.005,0.002,0.048,0.012,0.011,0.003,0.008,0.006,0.002,0.005,0.028
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,6,2,male,1.088,1.612,0.57,1.384,1.954,1.953,0.916,1.199,1.033,1.795,0.894,2.133,2.436,0.018,0.039,0.307,0.064,0.062,0.024,0.038,0.038,0.001,0.01,0.018
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,6,3,female,1.195,1.73,0.585,1.476,2.061,2.06,0.943,1.287,1.042,1.724,0.971,2.185,2.529,0.031,0.03803438055720214,0.207,0.024,0.043,0.012,0.032,0.033,0.015,0.028,0.018
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,6,3,male,1.087,1.679,0.532,1.458,1.99,1.988,0.88,1.184,1.031,1.829,0.875,2.26,2.742,0.052,0.071,0.007,0.011,0.007,0.023,0.029,0.028,0.04,0.051,0.016
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,7,1,female,1.161,1.761,0.632,1.486,2.117,2.116,0.972,1.311,1.067,1.823,1.028,2.177,2.353,0.001,0.011,0.005,0.001,0.003,0.004,0.007,0.006,0.002,0.004,0.004
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,7,1,male,1.051,1.489,0.485,1.35,1.835,1.834,0.858,1.122,0.966,1.746,0.787,2.138,2.784,0.020591397849462366,0.089,0.015,0.029,0.012,0.026,0.037,0.038,0.018,0.008,0.013
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,7,2,female,1.159,1.737,0.579,1.487,2.066,2.065,0.976,1.295,1.101,1.782,1.007,2.117,2.566,0.012,0.029,0.125,0.03,0.013,0.039,0.026,0.026,0.001,0.006,0.012
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,7,2,male,1.063,1.538,0.529,1.334,1.862,1.86,0.867,1.124,0.984,1.751,0.806,2.147,2.525,0.015,0.035,0.125,0.012,0.019,0.018,0.001,0.002,0.015,0.019,0.01
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,7,3,female,1.150,1.754,0.597,1.495,2.091,2.091,0.959,1.274,1.096,1.818,1.002,2.18,2.506,0.007,0.03,0.039,0.006,0.009,0.001,0.008,0.007,0.01,0.02,0.008
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,7,3,male,1.079,1.61,0.529,1.406,1.934,1.933,0.879,1.179,1.003,1.792,0.849,2.2,2.657,0.005,0.002,0.065,0.004,0.008,0.013,0.004,0.005,0.003,0.008,0.005
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,8,1,female,1.130,1.648,0.568,1.443,2.01,2.008,0.91,1.213,1.038,1.777,0.914,2.207,2.542,0.007,0.074,0.011,0.009,0.013,0.027,0.041,0.041,0.012,0.016,0.021
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,8,1,male,1.049,1.467,0.522,1.318,1.84,1.838,0.882,1.131,0.98,1.751,0.81,2.084,2.526,0.019,0.007,0.039,0.027,0.001,0.023,0.025,0.025,0.009,0.043,0.003
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,8,2,female,1.172,1.727,0.569,1.513,2.082,2.081,0.911,1.204,1.061,1.776,0.947,2.286,2.659,0.012,0.003,0.062,0.025,0.014,0.002,0.014,0.014,0.005,0.021,0.004
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,8,2,male,1.028,1.549,0.547,1.351,1.898,1.896,0.898,1.164,0.999,1.845,0.851,2.111,2.472,0.019,0.047,0.047,0.021689349112426037,0.005,0.038,0.043,0.042,0.014955794504181602,0.018,0.022
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,8,3,female,1.166,1.762,0.593,1.51,2.103,2.101,0.936,1.295,1.035,1.802,0.983,2.245,2.546,0.047,0.008,0.159,0.046,0.039,0.005,0.043,0.046,0.024,0.003,0.048
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,8,3,male,1.019,1.515,0.526,1.302,1.828,1.826,0.863,1.124,0.986,1.792,0.788,2.114,2.48,0.019,0.026,0.139,0.031,0.031,0.004,0.035,0.033,0.005,0.012,0.005
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,9,1,female,1.155,1.753,0.607,1.501,2.108,2.107,0.972,1.315,1.08,1.824,1.023,2.168,2.474,0.003,0.053,0.098,0.015,0.024,0.0187141162514828,0.024,0.023,0.013,0.001,0.017
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,9,1,male,1.075,1.617,0.578,1.409,1.987,1.986,0.885,1.179,1.007,1.847,0.879,2.244,2.438,0.047,0.031,0.045,0.028,0.004,0.036,0.04,0.04,0.03,0.052,0.018
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,9,2,female,1.158,1.777,0.612,1.542,2.154,2.154,0.962,1.284,1.114,1.861,1.035,2.24,2.52,0.056,0.004,0.011,0.05,0.014,0.042,0.056,0.057,0.027,0.021,0.045
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,9,2,male,1.125,1.654,0.572,1.424,1.995,1.994,0.918,1.22,1.037,1.773,0.915,2.173,2.49,0.017,0.035,0.147,0.009,0.014,0.049,0.034,0.034,0.001,0.004,0.003
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,9,3,female,1.177,1.776,0.611,1.51,2.122,2.121,0.958,1.296,1.074,1.802,1.016,2.213,2.47,0.042,0.069,0.126,0.015,0.019,0.03,0.011,0.011,0.035,0.021,0.029
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,10,1,female,1.162,1.729,0.612,1.462,2.074,2.073,0.945,1.269,1.066,1.783,0.979,2.194,2.389,0.023,0.07,0.129,0.003,0.026,0.017,0.01,0.009,0.026,0.015,0.035
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,10,1,male,1.142,1.734,0.597,1.477,2.074,2.073,0.974,1.26,1.13,1.816,1.01,2.127,2.474,0.033,0.048,0.11,0.008,0.022,0.011,0.011,0.011,0.027,0.022,0.001
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,10,2,female,1.172,1.758,0.593,1.538,2.131,2.129,0.98,1.263,1.128,1.816,1.043,2.172,2.596,0.026,0.018,0.044,0.02,0.017,0.018,0.035,0.035,0.008,0.012,0.041
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,10,2,male,1.085,1.652,0.592,1.362,1.955,1.954,0.919,1.236,1.029,1.800,0.898,2.126,2.301,0.03,0.012,0.068,0.035,0.02,0.006,0.027,0.027,0.018,0.025,0.009
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,10,3,female,1.156,1.767,0.619,1.512,2.132,2.13,0.964,1.282,1.094,1.843,1.026,2.209,2.444,0.001,0.021,0.117,0.019,0.024,0.014,0.009,0.011,0.004,0.03,0.034
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,10,3,male,1.090,1.668,0.574,1.436,2.01,2.009,0.928,1.221,1.061,1.844,0.932,2.166,2.502,0.007,0.013,0.037,0.019,0.002,0.016,0.014,0.014,0.001,0.001,0.022
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,30,1,1,female,1.083,1.63,0.581,1.356,1.938,1.937,0.891,1.213,0.992,1.788,0.862,2.175,2.333,0.025,0.02,0.182,0.022,0.021,0.057,0.037,0.037,0.009,0.023,0.016
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,30,1,1,male,1.034,1.485,0.526,1.243,1.769,1.768,0.8,1.046,0.945,1.710,0.707,2.211,2.363,0.024,0.031,0.03,0.063,0.01,0.008,0.019,0.017,0.019,0.005,0.059
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,30,1,2,female,1.114,1.568,0.546,1.351,1.897,1.896,0.891,1.14,1.037,1.702,0.844,2.128,2.474,0.029,0.061,0.096,0.007,0.016,0.013,0.005,0.005,0.028,0.039,0.02
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,30,1,3,female,1.145,1.641,0.572,1.375,1.947,1.946,0.909,1.223,0.996,1.699,0.885,2.141,2.405,0.033,0.044,0.12,0.026,0.016,0.03,0.015,0.016,0.026,0.042,0.017
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,30,2,1,female,1.113,1.564,0.539,1.371,1.91,1.91,0.845,1.126,0.968,1.716,0.806,2.261,2.546,0.008,0.048,0.176,0.014,0.024,0.034,0.01,0.011,0.013,0.009,0.029
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,30,2,1,male,1.043,1.432,0.496,1.288,1.784,1.783,0.848,1.098,0.946,1.709,0.756,2.103,2.596,0.027,0.033,0.096,0.003,0.008,0.027,0.02,0.018,0.022,0.029,0.011
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,30,2,2,female,1.154,1.611,0.558,1.391,1.949,1.949,0.903,1.16,1.045,1.689,0.88,2.158,2.497,0.033,0.004,0.208,0.04,0.044,0.006,0.038,0.038,0.016,0.014,0.022
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,30,2,2,male,1.031,1.41,0.493,1.239,1.732,1.731,0.787,1.039,0.893,1.678,0.681,2.201,2.516,0.029,0.009,0.101,0.029,0.003,0.042,0.039,0.04,0.015,0.004,0.037
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,30,2,3,female,1.122,1.617,0.541,1.418,1.958,1.956,0.908,1.198,1.025,1.743,0.888,2.154,2.623,0.009,0.008,0.089,0.009,0.015,0.009,0.007,0.006,0.006,0.026,0.01
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,30,2,3,male,1.049,1.491,0.504,1.293,1.797,1.796,0.822,1.081,0.938,1.712,0.738,2.185,2.565,0.008,0.065,0.04,0.001,0.016,0.021,0.038,0.036,0.008,0.002,0.007
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,30,3,1,female,1.147,1.596,0.57,1.374,1.943,1.942,0.89,1.185,0.994,1.693,0.864,2.184,2.413,0.014,0.086,0.087,0.007,0.021,0.001,0.022,0.022,0.025,0.002,0.037
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,30,3,1,male,0.986,1.382,0.502,1.208,1.71,1.709,0.831,1.066,0.926,1.733,0.709,2.057,2.408,0.019,0.019,0.016,0.032,0.007,0.009,0.015,0.015,0.015,0.013,0.022
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,30,3,2,female,1.147,1.578,0.524,1.374,1.898,1.896,0.91,1.209,0.988,1.652,0.862,2.083,2.626,0.023,0.11,0.075,0.069,0.031,0.042,0.073,0.075,0.012,0.01,0.024
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,30,3,2,male,1.077,1.474,0.518,1.25,1.767,1.766,0.833,1.101,0.923,1.640,0.736,2.12,2.416,0.017,0.05,0.073,0.003,0.023,0.018,0.042,0.042,0.014955794504181602,0.004,0.015
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,30,3,3,female,1.135,1.568,0.57,1.319,1.889,1.887,0.855,1.162,0.959,1.663,0.807,2.207,2.315,0.013,0.046,0.135,0.011,0.022,0.026,0.003,0.004,0.016,0.022,0.002
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,30,3,3,male,1.043,1.449,0.505,1.249,1.755,1.753,0.832,1.078,0.935,1.680,0.729,2.107,2.478,0.037,0.055,0.216,0.015,0.038,0.015,0.024,0.022,0.032,0.016,0.031
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,30,4,1,female,1.134,1.595,0.532,1.368,1.9,1.897,0.863,1.152,0.994,1.673,0.819,2.197,2.573,0.017,0.052,0.003,0.014,0.001,0.001,0.001,0.003,0.019,0.006,0.029
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,30,4,1,male,1.037,1.445,0.495,1.263,1.757,1.757,0.814,1.058,0.926,1.694,0.715,2.158,2.554,0.006,0.089,0.109,0.033,0.023,0.005,0.028,0.029,0.02,0.022,0.003
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,30,4,2,female,1.092,1.491,0.539,1.293,1.831,1.83,0.855,1.12,0.962,1.675,0.783,2.139,2.398,0.042,0.03803438055720214,0.01,0.035,0.016,0.033,0.048,0.049,0.023,0.027,0.024
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,30,4,2,male,1.044,1.483,0.53,1.289,1.818,1.818,0.854,1.086,0.98,1.742,0.776,2.128,2.434,0.018,0.029,0.078,0.037,0.015,0.005,0.01,0.009,0.016,0.003,0.041
